order_id,customer_id,email,order_date,order_channel,payment_method,shipping_speed,is_expedited,agent_id,shipping_address,billing_address,order_total,total_items,clv_bucket
SO-67535593,GUEST-100282,darrellfreeman@example.net,2025-01-09,web,"apple pay",standard,False,ONLINE,"484 Christopher Brook Suite 056, Byrdmouth, GA 04004","484 Christopher Brook Suite 056, Byrdmouth, GA 04004",8723.35,34,unknown
SO-94640356,GUEST-100282,darrellfreeman@example.net,2024-10-20,web,"apple pay",overnight,True,ONLINE,"484 Christopher Brook Suite 056, Byrdmouth, GA 04004","484 Christopher Brook Suite 056, Byrdmouth, GA 04004",3930.17,13,unknown
SO-88269052,GUEST-100682,michael06@example.org,2024-08-28,"social media",paypal,standard,False,ONLINE,"5503 Griffin Landing, Lake Douglas, LA 11022","5503 Griffin Landing, Lake Douglas, LA 11022",2731.03,11,unknown
SO-09016076,GUEST-100682,michael06@example.org,2024-10-18,web,"google pay",overnight,True,ONLINE,"5503 Griffin Landing, Lake Douglas, LA 11022","5503 Griffin Landing, Lake Douglas, LA 11022",119.53,1,unknown
SO-96533092,GUEST-100682,michael06@example.org,2024-10-05,web,"apple pay",two-day,True,ONLINE,"5503 Griffin Landing, Lake Douglas, LA 11022","5503 Griffin Landing, Lake Douglas, LA 11022",2332.73,12,unknown
SO-80490718,GUEST-100014,whiteheadfrancisco@example.com,2025-03-28,web,paypal,overnight,True,ONLINE,"814 Sonya Court Suite 593, Lake Kevinchester, IN 15799","814 Sonya Court Suite 593, Lake Kevinchester, IN 15799",5774.07,19,unknown
SO-76453891,GUEST-100014,whiteheadfrancisco@example.com,2024-11-17,web,paypal,two-day,True,ONLINE,"814 Sonya Court Suite 593, Lake Kevinchester, IN 15799","814 Sonya Court Suite 593, Lake Kevinchester, IN 15799",2094.88,12,unknown
SO-96492573,GUEST-100014,whiteheadfrancisco@example.com,2025-06-19,web,ach,standard,False,ONLINE,"814 Sonya Court Suite 593, Lake Kevinchester, IN 15799","814 Sonya Court Suite 593, Lake Kevinchester, IN 15799",6343.16,31,unknown
SO-36379701,GUEST-100974,michaeledwards@example.com,2025-02-05,ebay,ebay,standard,False,ONLINE,"6028 Foley Land Suite 810, North Leah, KS 12172","6028 Foley Land Suite 810, North Leah, KS 12172",5207.9,26,unknown
SO-01996803,GUEST-100290,alyssa30@example.org,2025-05-30,web,"apple pay",two-day,True,ONLINE,"55759 Cooley Keys, Laurashire, CA 46707","55759 Cooley Keys, Laurashire, CA 46707",231.32,2,unknown
SO-01817125,GUEST-100290,alyssa30@example.org,2024-08-17,web,"apple pay",standard,False,ONLINE,"55759 Cooley Keys, Laurashire, CA 46707","55759 Cooley Keys, Laurashire, CA 46707",7626.74,31,unknown
SO-95204057,GUEST-100290,alyssa30@example.org,2025-05-03,web,"apple pay",standard,False,ONLINE,"55759 Cooley Keys, Laurashire, CA 46707","55759 Cooley Keys, Laurashire, CA 46707",3361.72,11,unknown
SO-52804297,GUEST-100798,andrewmoore@example.com,2024-08-27,web,"credit card",overnight,True,ONLINE,"86456 Richard Knoll, Victorialand, PW 29550","86456 Richard Knoll, Victorialand, PW 29550",2588.12,6,unknown
SO-15991531,GUEST-100798,andrewmoore@example.com,2025-02-22,ebay,ebay,two-day,True,ONLINE,"86456 Richard Knoll, Victorialand, PW 29550","86456 Richard Knoll, Victorialand, PW 29550",2831.75,14,unknown
SO-56412779,GUEST-101055,mdominguez@example.com,2025-02-24,web,"apple pay",overnight,True,ONLINE,"68711 Sanchez Turnpike, West Kennethfort, SD 60484","68711 Sanchez Turnpike, West Kennethfort, SD 60484",414.5,1,unknown
SO-32743358,GUEST-100873,joshuaedwards@example.net,2024-07-25,web,"google pay",standard,False,ONLINE,"3652 James Via, Jeffreyville, DC 12913","3652 James Via, Jeffreyville, DC 12913",860.24,4,unknown
SO-02408802,GUEST-100873,joshuaedwards@example.net,2025-06-26,web,"apple pay",standard,False,ONLINE,"3652 James Via, Jeffreyville, DC 12913","3652 James Via, Jeffreyville, DC 12913",473.26,2,unknown
SO-76768104,GUEST-100873,joshuaedwards@example.net,2024-12-27,web,ach,standard,False,ONLINE,"3652 James Via, Jeffreyville, DC 12913","3652 James Via, Jeffreyville, DC 12913",6324.47,30,unknown
SO-45081270,GUEST-101011,jessica82@example.com,2025-07-15,web,"apple pay",overnight,True,ONLINE,"01346 Michael Mill Apt. 834, Bookerbury, KS 97732","01346 Michael Mill Apt. 834, Bookerbury, KS 97732",6892.44,19,unknown
SO-77757691,GUEST-101011,jessica82@example.com,2025-03-23,web,paypal,standard,False,ONLINE,"01346 Michael Mill Apt. 834, Bookerbury, KS 97732","01346 Michael Mill Apt. 834, Bookerbury, KS 97732",3620.49,24,unknown
SO-10956618,GUEST-100646,maryrodriguez@example.org,2025-01-17,web,paypal,standard,False,ONLINE,"155 Jackson Rue Apt. 297, East Debrahaven, DE 25280","155 Jackson Rue Apt. 297, East Debrahaven, DE 25280",343.44,1,unknown
SO-31034532,GUEST-100646,maryrodriguez@example.org,2025-06-19,web,"credit card",overnight,True,ONLINE,"155 Jackson Rue Apt. 297, East Debrahaven, DE 25280","155 Jackson Rue Apt. 297, East Debrahaven, DE 25280",8916.43,34,unknown
SO-03317100,GUEST-100039,lcampbell@example.net,2024-09-08,web,paypal,standard,False,ONLINE,"69902 Rebecca Run Apt. 473, Stevenburgh, MN 57692","69902 Rebecca Run Apt. 473, Stevenburgh, MN 57692",1644.99,6,unknown
SO-15967336,GUEST-100682,michael06@example.org,2024-07-21,"social media",paypal,overnight,True,ONLINE,"5503 Griffin Landing, Lake Douglas, LA 11022","5503 Griffin Landing, Lake Douglas, LA 11022",2857.97,13,unknown
SO-76921280,GUEST-100682,michael06@example.org,2025-05-23,web,"apple pay",standard,False,ONLINE,"5503 Griffin Landing, Lake Douglas, LA 11022","5503 Griffin Landing, Lake Douglas, LA 11022",2513.59,9,unknown
SO-56055174,GUEST-101018,ryanemily@example.net,2025-06-24,web,paypal,standard,False,ONLINE,"7910 Frank Ranch Apt. 791, Tarabury, IL 42951","7910 Frank Ranch Apt. 791, Tarabury, IL 42951",2573.81,12,unknown
SO-30439542,GUEST-101018,ryanemily@example.net,2025-06-17,"social media","google pay",overnight,True,ONLINE,"7910 Frank Ranch Apt. 791, Tarabury, IL 42951","7910 Frank Ranch Apt. 791, Tarabury, IL 42951",2274.76,11,unknown
SO-81750751,GUEST-100663,sherricampbell@example.org,2025-01-24,web,"apple pay",overnight,True,ONLINE,"USS Cardenas, FPO AE 41014","USS Cardenas, FPO AE 41014",1855.21,10,unknown
SO-16869020,GUEST-100663,sherricampbell@example.org,2025-05-08,web,"apple pay",two-day,True,ONLINE,"USS Cardenas, FPO AE 41014","USS Cardenas, FPO AE 41014",466.54,2,unknown
SO-04398959,GUEST-100627,wtran@example.org,2024-12-12,phone,"credit card",two-day,True,CSR-0004,"408 Brandon Village, Lake Cheyenneton, KS 59318","408 Brandon Village, Lake Cheyenneton, KS 59318",1570.47,19,unknown
SO-30043490,GUEST-100627,wtran@example.org,2025-04-05,web,ach,standard,False,ONLINE,"408 Brandon Village, Lake Cheyenneton, KS 59318","408 Brandon Village, Lake Cheyenneton, KS 59318",6253.5,30,unknown
SO-06159135,GUEST-100573,rmartin@example.com,2024-10-08,web,"credit card",standard,False,ONLINE,"55661 Heather Land Apt. 206, Nicolestad, ID 84607","55661 Heather Land Apt. 206, Nicolestad, ID 84607",3254.24,19,unknown
SO-17363675,GUEST-100573,rmartin@example.com,2024-12-14,web,"apple pay",standard,False,ONLINE,"55661 Heather Land Apt. 206, Nicolestad, ID 84607","55661 Heather Land Apt. 206, Nicolestad, ID 84607",1874.25,9,unknown
SO-11087773,GUEST-100573,rmartin@example.com,2024-07-30,web,"credit card",standard,False,ONLINE,"55661 Heather Land Apt. 206, Nicolestad, ID 84607","55661 Heather Land Apt. 206, Nicolestad, ID 84607",2108.46,11,unknown
SO-13662300,GUEST-100126,tiffany40@example.org,2024-07-25,web,paypal,overnight,True,ONLINE,"2711 Lisa Cliffs Apt. 320, Markberg, NE 06413","2711 Lisa Cliffs Apt. 320, Markberg, NE 06413",5033.58,21,unknown
SO-54043448,GUEST-100898,jessicamiranda@example.org,2025-02-02,phone,"credit card",overnight,True,CSR-0012,"6977 Whitaker Mountain Suite 823, Watsonstad, UT 21223","6977 Whitaker Mountain Suite 823, Watsonstad, UT 21223",2076.85,7,unknown
SO-79070677,GUEST-101129,jasminspears@example.org,2025-05-01,web,"apple pay",standard,False,ONLINE,"057 Beltran Villages, West Jillhaven, OH 89661","057 Beltran Villages, West Jillhaven, OH 89661",4444.57,19,unknown
SO-78659949,GUEST-100815,malvarado@example.net,2024-12-05,web,"apple pay",two-day,True,ONLINE,"3740 Angela Rest, South Christinestad, MH 03254","3740 Angela Rest, South Christinestad, MH 03254",4549.79,25,unknown
SO-18682172,GUEST-100815,malvarado@example.net,2024-09-06,web,ach,two-day,True,ONLINE,"3740 Angela Rest, South Christinestad, MH 03254","3740 Angela Rest, South Christinestad, MH 03254",5090.1,23,unknown
SO-62431497,GUEST-100127,powersjessica@example.net,2024-08-24,web,"apple pay",standard,False,"","2242 Ryan Key, Jensenshire, MD 10423","2242 Ryan Key, Jensenshire, MD 10423",3517.55,13,unknown
SO-41363419,GUEST-100127,powersjessica@example.net,2024-07-27,web,"credit card",two-day,True,ONLINE,"2242 Ryan Key, Jensenshire, MD 10423","2242 Ryan Key, Jensenshire, MD 10423",2499.75,5,unknown
SO-67427856,GUEST-100127,powersjessica@example.net,2024-09-24,web,ach,standard,False,ONLINE,"2242 Ryan Key, Jensenshire, MD 10423","2242 Ryan Key, Jensenshire, MD 10423",4238.98,18,unknown
SO-54755650,GUEST-100421,timothy53@example.net,2025-06-02,web,ach,standard,False,ONLINE,"925 Hodge Shoals Suite 976, North Jose, NE 47185","925 Hodge Shoals Suite 976, North Jose, NE 47185",8049.64,23,unknown
SO-18758531,GUEST-100421,timothy53@example.net,2024-07-22,phone,"credit card",two-day,True,CSR-0013,"925 Hodge Shoals Suite 976, North Jose, NE 47185","925 Hodge Shoals Suite 976, North Jose, NE 47185",555.99,6,unknown
SO-36177765,GUEST-100363,bwilson@example.net,2024-09-09,"social media","credit card",standard,False,ONLINE,"101 Mark Ridges, Jacksonshire, MT 14585","101 Mark Ridges, Jacksonshire, MT 14585",145.94,5,unknown
SO-17333261,GUEST-100363,bwilson@example.net,2025-01-29,phone,"credit card",overnight,True,CSR-0019,"101 Mark Ridges, Jacksonshire, MT 14585","101 Mark Ridges, Jacksonshire, MT 14585",8591.31,30,unknown
SO-34147928,GUEST-100363,bwilson@example.net,2024-08-05,phone,"credit card",standard,False,CSR-0002,"101 Mark Ridges, Jacksonshire, MT 14585","101 Mark Ridges, Jacksonshire, MT 14585",9665.11,30,unknown
SO-69763167,GUEST-101066,bflores@example.net,2024-11-22,"social media","credit card",standard,False,ONLINE,"Unit 7071 Box 3347, DPO AA 08929","Unit 7071 Box 3347, DPO AA 08929",1708.48,12,unknown
SO-32010016,GUEST-100199,karajohnson@example.org,2025-04-14,phone,ach,standard,False,CSR-0003,"881 Robert Extensions Suite 321, West Danielside, UT 81744","881 Robert Extensions Suite 321, West Danielside, UT 81744",891.2,7,unknown
SO-03611413,GUEST-100199,karajohnson@example.org,2025-06-11,"social media",paypal,standard,False,ONLINE,"881 Robert Extensions Suite 321, West Danielside, UT 81744","881 Robert Extensions Suite 321, West Danielside, UT 81744",4707.56,18,unknown
SO-65410443,GUEST-100199,karajohnson@example.org,2025-01-10,web,paypal,two-day,True,ONLINE,"881 Robert Extensions Suite 321, West Danielside, UT 81744","881 Robert Extensions Suite 321, West Danielside, UT 81744",5769.27,25,unknown
SO-50151774,GUEST-100760,elizabethkirk@example.net,2025-02-13,web,ach,standard,False,ONLINE,"31243 Kim Creek, Michaelland, NJ 08479","31243 Kim Creek, Michaelland, NJ 08479",163.4,4,unknown
SO-93271804,GUEST-100607,halljonathan@example.org,2025-01-08,web,ach,two-day,True,ONLINE,"693 Bennett Pines Suite 686, Stokesburgh, MT 16202","693 Bennett Pines Suite 686, Stokesburgh, MT 16202",5614.27,20,unknown
SO-28645632,GUEST-100607,halljonathan@example.org,2025-04-24,"social media","credit card",standard,False,ONLINE,"693 Bennett Pines Suite 686, Stokesburgh, MT 16202","693 Bennett Pines Suite 686, Stokesburgh, MT 16202",4663.38,17,unknown
SO-65959467,GUEST-100081,lsantiago@example.org,2024-11-07,web,"google pay",standard,False,ONLINE,"29480 Chelsea Valleys Suite 616, Marshallside, NC 64632","29480 Chelsea Valleys Suite 616, Marshallside, NC 64632",1740.6,12,unknown
SO-97865772,GUEST-100397,masonfrederick@example.org,2025-06-03,web,"google pay",two-day,True,ONLINE,"0710 Hall Falls Apt. 032, Lake Kennethborough, WA 04231","0710 Hall Falls Apt. 032, Lake Kennethborough, WA 04231",3120.09,19,unknown
SO-98546167,GUEST-100397,masonfrederick@example.org,2024-12-06,ebay,ebay,standard,False,ONLINE,"0710 Hall Falls Apt. 032, Lake Kennethborough, WA 04231","0710 Hall Falls Apt. 032, Lake Kennethborough, WA 04231",8089.71,30,unknown
SO-36841526,GUEST-100397,masonfrederick@example.org,2025-05-25,web,paypal,standard,False,ONLINE,"0710 Hall Falls Apt. 032, Lake Kennethborough, WA 04231","0710 Hall Falls Apt. 032, Lake Kennethborough, WA 04231",7976.78,31,unknown
SO-53162349,GUEST-101145,richardsdavid@example.org,2024-07-26,web,paypal,overnight,True,ONLINE,"29594 Sue Street, North William, PR 56754","29594 Sue Street, North William, PR 56754",880.57,2,unknown
SO-31974821,GUEST-101145,richardsdavid@example.org,2025-07-13,web,paypal,standard,False,ONLINE,"29594 Sue Street, North William, PR 56754","29594 Sue Street, North William, PR 56754",3332.48,17,unknown
SO-60785947,GUEST-100745,cody16@example.com,2025-03-18,web,"apple pay",two-day,True,ONLINE,"8785 Charlotte Village, New Beckyfort, NV 29630","8785 Charlotte Village, New Beckyfort, NV 29630",2836.13,13,unknown
SO-67102627,GUEST-100745,cody16@example.com,2025-04-16,phone,"credit card",standard,False,CSR-0003,"8785 Charlotte Village, New Beckyfort, NV 29630","8785 Charlotte Village, New Beckyfort, NV 29630",2426.33,11,unknown
SO-61692484,GUEST-100051,harveylori@example.org,2025-05-18,newegg,newegg,standard,False,ONLINE,"8211 Elizabeth Lodge, Vargasburgh, NJ 12555","8211 Elizabeth Lodge, Vargasburgh, NJ 12555",2397.21,8,unknown
SO-88111323,GUEST-100051,harveylori@example.org,2025-04-14,"social media","google pay",standard,False,ONLINE,"8211 Elizabeth Lodge, Vargasburgh, NJ 12555","8211 Elizabeth Lodge, Vargasburgh, NJ 12555",4613.45,23,unknown
SO-15250806,GUEST-101240,karamclaughlin@example.org,2025-01-13,phone,ach,two-day,True,CSR-0014,"Unit 5692 Box 1389, DPO AA 87650","Unit 5692 Box 1389, DPO AA 87650",2143.35,5,unknown
SO-49754144,GUEST-100117,gonzalezsara@example.com,2024-10-19,"social media","google pay",standard,False,ONLINE,"67205 Chelsea Throughway Suite 589, Lunafurt, AZ 11137","67205 Chelsea Throughway Suite 589, Lunafurt, AZ 11137",5241.9,27,unknown
SO-85872225,GUEST-100117,gonzalezsara@example.com,2024-12-20,ebay,ebay,standard,False,ONLINE,"67205 Chelsea Throughway Suite 589, Lunafurt, AZ 11137","67205 Chelsea Throughway Suite 589, Lunafurt, AZ 11137",571.02,3,unknown
SO-50065326,GUEST-101157,jennifermiller@example.org,2024-10-24,web,paypal,overnight,True,ONLINE,"9825 Pham Isle Suite 740, East Nicole, AK 87336","9825 Pham Isle Suite 740, East Nicole, AK 87336",3311.39,11,unknown
SO-68327914,GUEST-101157,jennifermiller@example.org,2024-10-15,web,"apple pay",standard,False,ONLINE,"9825 Pham Isle Suite 740, East Nicole, AK 87336","9825 Pham Isle Suite 740, East Nicole, AK 87336",5785.85,27,unknown
SO-83951479,GUEST-101157,jennifermiller@example.org,2025-04-23,ebay,ebay,two-day,True,ONLINE,"9825 Pham Isle Suite 740, East Nicole, AK 87336","9825 Pham Isle Suite 740, East Nicole, AK 87336",4209.33,18,unknown
SO-09983088,GUEST-100526,cynthia95@example.com,2024-11-04,web,ach,standard,False,ONLINE,"973 Todd Heights, New Sarah, PA 25640","973 Todd Heights, New Sarah, PA 25640",5290.37,36,unknown
SO-39944152,GUEST-100526,cynthia95@example.com,2025-03-29,"social media",paypal,overnight,True,ONLINE,"973 Todd Heights, New Sarah, PA 25640","973 Todd Heights, New Sarah, PA 25640",2176.24,8,unknown
SO-17728318,GUEST-100526,cynthia95@example.com,2024-12-01,web,ach,standard,False,ONLINE,"973 Todd Heights, New Sarah, PA 25640","973 Todd Heights, New Sarah, PA 25640",1336.01,11,unknown
SO-31073666,GUEST-101053,ogarrison@example.com,2024-09-13,web,"google pay",standard,False,ONLINE,"Unit 7357 Box 7106, DPO AP 81079","Unit 7357 Box 7106, DPO AP 81079",6609.69,23,unknown
SO-85091406,GUEST-101053,ogarrison@example.com,2025-01-01,web,ach,standard,False,ONLINE,"Unit 7357 Box 7106, DPO AP 81079","Unit 7357 Box 7106, DPO AP 81079",8060.58,22,unknown
SO-04182783,GUEST-100956,sherijones@example.org,2024-08-30,ebay,ebay,standard,False,ONLINE,"8397 Anderson Ridge Apt. 858, Johnnybury, MT 80759","8397 Anderson Ridge Apt. 858, Johnnybury, MT 80759",2189.95,5,unknown
SO-22187849,GUEST-100956,sherijones@example.org,2025-01-08,web,"apple pay",standard,False,ONLINE,"8397 Anderson Ridge Apt. 858, Johnnybury, MT 80759","8397 Anderson Ridge Apt. 858, Johnnybury, MT 80759",3246.03,13,unknown
SO-70016306,GUEST-100956,sherijones@example.org,2025-05-15,phone,ach,standard,False,CSR-0014,"8397 Anderson Ridge Apt. 858, Johnnybury, MT 80759","8397 Anderson Ridge Apt. 858, Johnnybury, MT 80759",3653.85,9,unknown
SO-20880628,GUEST-100486,marisaswanson@example.net,2025-03-24,web,"google pay",standard,False,ONLINE,"684 Joel Turnpike Suite 491, Stephenland, HI 79219","684 Joel Turnpike Suite 491, Stephenland, HI 79219",1258.76,12,unknown
SO-40675346,GUEST-100552,grahamhannah@example.org,2025-02-16,web,paypal,standard,False,ONLINE,"USNV Obrien, FPO AA 95306","USNV Obrien, FPO AA 95306",2267.91,11,unknown
SO-64664636,GUEST-100390,csmith@example.org,2025-03-18,web,paypal,two-day,True,ONLINE,"8882 Lewis Bypass, New Christophermouth, WI 57132","8882 Lewis Bypass, New Christophermouth, WI 57132",4521.27,14,unknown
SO-48063250,GUEST-100500,leah11@example.com,2024-10-07,ebay,ebay,standard,False,ONLINE,"267 Robertson Via, Tammyfort, MN 47428","267 Robertson Via, Tammyfort, MN 47428",10037.77,33,unknown
SO-02093489,GUEST-101249,oarroyo@example.com,2024-09-05,phone,ach,two-day,True,CSR-0004,"PSC 2756, Box 0878, APO AA 49323","PSC 2756, Box 0878, APO AA 49323",384.6,1,unknown
SO-78103104,GUEST-101249,oarroyo@example.com,2025-02-23,web,ach,standard,False,ONLINE,"PSC 2756, Box 0878, APO AA 49323","PSC 2756, Box 0878, APO AA 49323",1123.84,4,unknown
SO-61474338,GUEST-101249,oarroyo@example.com,2025-03-09,web,ach,two-day,True,ONLINE,"PSC 2756, Box 0878, APO AA 49323","PSC 2756, Box 0878, APO AA 49323",1486.84,9,unknown
SO-74220167,GUEST-100301,glloyd@example.net,2025-05-26,"social media","credit card",standard,False,ONLINE,"11418 Bell Meadows, North Meganstad, NV 32492","11418 Bell Meadows, North Meganstad, NV 32492",4212.49,24,unknown
SO-58519384,GUEST-101088,michael43@example.org,2025-01-17,newegg,newegg,standard,False,"","36031 Jay Crescent Suite 354, Nancyland, AK 92446","36031 Jay Crescent Suite 354, Nancyland, AK 92446",1728.8,6,unknown
SO-25223200,GUEST-101088,michael43@example.org,2024-08-30,newegg,newegg,standard,False,ONLINE,"36031 Jay Crescent Suite 354, Nancyland, AK 92446","36031 Jay Crescent Suite 354, Nancyland, AK 92446",7923.41,34,unknown
SO-23167093,GUEST-100654,emilywilliams@example.org,2024-12-17,web,"google pay",standard,False,ONLINE,"23234 Gray Spur, Port Jamesville, NY 88350","23234 Gray Spur, Port Jamesville, NY 88350",2634.84,14,unknown
SO-97809836,GUEST-100654,emilywilliams@example.org,2025-07-15,web,"credit card",standard,False,ONLINE,"23234 Gray Spur, Port Jamesville, NY 88350","23234 Gray Spur, Port Jamesville, NY 88350",5928.69,24,unknown
SO-90515336,GUEST-100798,andrewmoore@example.com,2024-12-17,web,"apple pay",standard,False,ONLINE,"86456 Richard Knoll, Victorialand, PW 29550","86456 Richard Knoll, Victorialand, PW 29550",4304.46,28,unknown
SO-18744258,GUEST-100798,andrewmoore@example.com,2024-09-02,web,"credit card",standard,False,"","86456 Richard Knoll, Victorialand, PW 29550","86456 Richard Knoll, Victorialand, PW 29550",1257.7,10,unknown
